Country,Property Name,Latitude,Longitude,Connections,Mission,Topics
Jordan,Amman,31.945363,35.880646,US,"The United States deeply values its long history of cooperation and friendship with Jordan, with which it established diplomatic relations in 1949. The United States appreciates the special leadership role that Jordan plays in advancing peace and moderation in the region. The United States and Jordan share the mutual goals of a comprehensive, just, and lasting peace in the Middle East and an end to violent extremism that threatens the security of Jordan, the region, and the entire globe. The peace process and Jordan's opposition to terrorism parallel and indirectly assist wider U.S. interests. U.S. policy seeks to reinforce Jordan's commitment to peace, stability, and moderation. In light of ongoing regional unrest, the United States has helped Jordan maintain its stability and prosperity through economic and military assistance and through close political cooperation. The United States encourages Jordanian efforts to continue to implement key political and economic reforms that will secure a better future for the Jordanian people.","peace, terrorism, economic development, military, politics"
Kazakhstan,Almaty,43.234055,76.953324,US,"The U.S. Consulate General in Almaty works on a wide range of bilateral and regional issues, such as trade, commerce, economic development, democracy and governance, humanitarian assistance, health promotion and disease control, counter-narcotics and environmental protection. The Consulate General also provides services to American citizens and businesses in Kazakhstan.","trade, commerce, democracy, governance, humanitarian aid, health, disease, narcotics, environmental protection"
Kazakhstan,Nur-Sultan,51.128953,71.469561,US,"The U.S. Embassy works with the Kazakhstani government on a wide range of bilateral and regional issues including, but not limited to, trade, commerce, democracy, humanitarian assistance, defense and the environment. The U.S. Embassy also provides services for American citizens in Kazakhstan via the American Citizen Services branch of the consular section and American businesses receive support from the Foreign Commercial Service.","trade, commerce, democracy, humanitarian aid, defense, environmental protection, business"
Kenya,Nairobi,-1.234077,36.81076,US,"The U.S. Embassy to Kenya opened in 1964. Through sixteen Ambassadors since then, the Embassy has enriched the ties between the American and Kenyan people and served the needs of Americans in and around this East African hub. Chief among the U.S. Mission's goals are fostering the development of a sound Kenyan economy, strengthening the institutions of Kenyan democracy, helping to prevent the spread of HIV/AIDS, and promoting U.S./Kenyan business ties.","economic development, democracy, HIV/AIDS, business"
"Korea, South",Busan,35.178098,129.074888,US,"The emergence of the ROK as a global leader has led to an increasingly dynamic U.S.-ROK. Alliance focused on future-oriented partnership opportunities including space, energy, health, climate change, and cyber. People-to-people ties between the United States and the ROK have never been stronger are strong. The ROK is a top three origin country in absolute terms for international students attending U.S. colleges and universities. Over the past several decades, the ROK has achieved a remarkably high level of economic growth and is now the United States' sixth-largest goods trading partner with a trillion-dollar economy. The ROK and the United States belong to a number of the same international organizations, including the United Nations, G-20, Organization for Economic Cooperation and Development, Asia-Pacific Economic Cooperation forum, Association of Southeast Asian Nations (ASEAN) Regional Forum, International Monetary Fund, World Bank, and World Trade Organization.","space, energy, health, climate change, cyber, education, economic development, trade"
"Korea, South",Seoul,37.573235,126.977845,US,"The emergence of the ROK as a global leader has led to an increasingly dynamic U.S.-ROK. Alliance focused on future-oriented partnership opportunities including space, energy, health, climate change, and cyber. People-to-people ties between the United States and the ROK have never been stronger are strong. The ROK is a top three origin country in absolute terms for international students attending U.S. colleges and universities. Over the past several decades, the ROK has achieved a remarkably high level of economic growth and is now the United States' sixth-largest goods trading partner with a trillion-dollar economy. The ROK and the United States belong to a number of the same international organizations, including the United Nations, G-20, Organization for Economic Cooperation and Development, Asia-Pacific Economic Cooperation forum, Association of Southeast Asian Nations (ASEAN) Regional Forum, International Monetary Fund, World Bank, and World Trade Organization.","space, energy, health, climate change, cyber, education, economic development, trade"
Kosovo,Pristina,42.655961,21.141171,US,"The United States established diplomatic relations with Kosovo in 2008, following its declaration of independence from Serbia. The United States has been joined by more than 100 countries in its recognition of Kosovo as an independent, sovereign state. We remain committed to working with the Government of Kosovo and international partners to strengthen Kosovo's institutions, rule of law, and economy and build a democratic, law-abiding, multi-ethnic, tolerant, and prosperous country.","economic development, democracy"
Kuwait,Kuwait,29.291369,48.045951,US,"The United States established diplomatic relations with Kuwait in 1961 following its full independence from the United Kingdom. The United States shares a long history of friendship and cooperation with Kuwait, rooted in shared values, democratic traditions, and institutions. In 1990, Iraq invaded Kuwait. Military forces of the United States and a multinational coalition expelled Iraq in 1991. The United States supports Kuwait's sovereignty, security, and independence, as well as its multilateral diplomatic efforts to build greater cooperation among the Gulf Cooperation Council countries. From 2003, Kuwait provided the main platform for U.S. and coalition operations in Iraq. Kuwait played a key role in facilitating the withdrawal of U.S. combat troops and associated equipment from Iraq, which concluded in 2011. Kuwait is an important partner in U.S. counterterrorism efforts, providing assistance in the military, diplomatic, and intelligence arenas and also supporting efforts to block financing of terrorist groups.","military, terrorism, intelligence"
Kyrgyzstan,Bishkek,42.827021,74.582361,US,"The foundation of relations between Kyrgyz Republic and the United States ,  both our friendship and our capacity to work together as two great nations ,  ultimately rests on how well ordinary citizens on both sides understand each other. That is why the U.S. Government believes that the most important contribution we can make to a stronger relationship between two countries is to invest in expanding the knowledge and contacts among people in both countries.",education
Laos,Vientiane,17.895655,102.640169,US,"Accounting for American personnel missing in Laos and clearing unexploded ordnance (UXO) from the war were the initial focuses of the post-war bilateral relationship. Since that time the relationship has broadened to include cooperation on a range of issues including counter-narcotics, health, child nutrition, environmental sustainability, trade liberalization, and English language training. This expansion in cooperation has accelerated since 2009, with the launch of the Lower Mekong Initiative (LMI), which serves as a platform to address complex, transnational development and policy changes in the Lower Mekong sub-region. The United States and Laos share a commitment to ensuring a prosperous and sustainable future for the Mekong sub-region.","narcotics, health, child nutrition, environmental protection, trade, language, politics"
Latvia,Riga,56.930497,24.02909,US,"Since regaining its independence, Latvia has embraced democracy and the principles of an open market. It embodies the success and potential of the shared vision of a Europe whole, free, and at peace. As a member of the North Atlantic Treaty Organization and the European Union, Latvia has used the knowledge it gained from political and economic reforms undertaken for accession to help others achieve security, stability, and greater prosperity.",NATO
Lebanon,Beirut,33.931858,35.597274,US,"The United States seeks to maintain its traditionally close and cordial ties with Lebanon, and to help preserve its independence, sovereignty, national unity, and territorial integrity. The United States, along with the international community, supports full implementation of UN Security Council Resolutions (UNSCRs) 1559, 1680 and 1701, including the disarming of all militias, delineation of the Lebanese-Syrian border, and the deployment of the Lebanese Armed Forces (LAF) throughout Lebanon.",security
Lesotho,Maseru,-29.315585,27.47891,US,"The United States established diplomatic relations with Lesotho in 1966, following its independence from the United Kingdom. Since independence, Lesotho and the United States have had productive bilateral relations. U.S. foreign policy priorities in Lesotho focus on achieving the development of a stable, prosperous, and healthy country.",politics
Liberia,Monrovia,6.316952,-10.813778,US,"U.S. assistance and engagement is critical to Liberia's long-term development. The Ebola epidemic and the concurrent global downturn in prices of Liberia's principle exports have also slowed economic growth, drained the government's resources, and delayed development projects. The government must continue to make progress in diversifying the economy, building and solidifying confidence in public governance, and fostering tangible improvements in the lives of average Liberians.","Ebola, economic development, governance"
Libya,Tripoli,32.8802,13.19,US,"The United States has a strategic interest in a stable and prosperous Libya, and is supporting Libya's democratic transition in cooperation with the UN and other international partners. Recognizing Libya's own substantial resources, the United States has focused on building Libyan institutions and increasing its capacity to govern effectively, hold free and fair elections, and manage public finances transparently and responsibly. We have also provided targeted assistance to support the development of Libyan civil society and its security forces. Investing strategically in Libya's future will help further advance Libya's democratic transition, promote stability, and strengthen the U.S.-Libya partnership.","elections, finance, security, democracy"
Lithuania,Vilnius,54.684303,25.270393,US,"The U.S. Embassy in Vilnius works together with Lithuania to strengthen our partnership by advancing the key goals of regional stability, economic prosperity, and democratic transition within Lithuania and the region. Through its diplomatic and public activities, the U.S. Embassy seeks to ensure regional stability through our shared commitment to security organizations like NATO and the OSCE.","regional stability, economic development, democracy, NATO"
Luxembourg,Luxembourg,49.618841,6.128965,US,"The U.S. Embassy in Luxembourg conducts diplomatic relations with the Grand Duchy of Luxembourg and coordinates the activities of U.S. Government personnel serving in Luxembourg as well as official visitors. Bilateral cooperation includes cultural, political, economic, commercial, security, and educational activities. The Embassy also provides consular services, including visas for visitors to the United States and passports for United States citizens in Luxembourg.","cultural exchange, politics, economic development, commerce, security, education"
Madagascar,Antananarivo,-18.933333,47.516667,"US, Comoros","The United States Embassy is investing in the next generation in Madagascar.  As the largest bilateral donor through the United States Agency for International Development (USAID), our programs help to improve the lives of millions of Malagasy.  These national programs are helping to eradicate malaria, improve maternal and child health, and assisting communities in disaster preparation. Yet, we also believe in promoting peace and friendship through cultural and professional exchanges.  That is why, on average each year, 150 Peace Corps Volunteers live and work in rural villages across the country. We are making investments for the future.  The Department of State spent over $100 million to build a state of the art embassy that will serve as a platform for diplomacy and exchanges for the next 100 years.  The Public Affairs Section provides Madagascar with the latest technology, information, and resources through its educational and cultural programs. The Embassy continues to work through its Political and Economic Section to strengthen our bilateral relation and address human rights, trafficking in persons, and the rule of the law.  Together, the American mission to Madagascar has over 450 staff who work every day to build a better future for the country.","malaria, health, disaster preparation, peace, technology, education, human rights, trafficking"
Malawi,Lilongwe,-13.9626,33.786824,US,"The U.S. Embassy's mission in Malawi is to maintain and improve relations between our two countries and to implement activities in which the U.S. can partner with Malawi to assist in the country's political, economic and social development.","politics, economic development"
Malaysia,Kuala Lumpur,3.154796,101.722804,US,"The U.S. Embassy represents the government and people of the United States. We protect and promote the interests of the United States, including the safety and welfare of U.S. citizens in Malaysia. We issue visas for Malaysians to travel to the United States. We encourage and facilitate trade between the United States and Malaysia. We promote educational and cultural exchanges. We also support Malaysia through partnership programs in areas including security, the environment, and education.","trade, education, security, environmental protection"
Mali,Bamako,12.63033,-8.01896,US,"U.S.-Mali relations have been strong for decades and have been based on shared goals of strengthening democracy and reducing poverty through economic growth. Except for during the 2012 crisis, the country's democratic government has significantly reduced poverty and improved the quality of life for many Malians. However, Mali remained near the bottom of the Human Development Index, notably in health and education. Mali continues to face security challenges.","poverty, security"
Malta,Valletta,35.89779,14.514106,US,"The U.S. Embassy in Valletta strives to strengthen cooperation, friendship, and trade between the United States and Malta through the promotion of shared values such as individual freedom, human rights, democracy, and the rule of law.  The Embassy works with all sectors of Maltese society in an effort to promote these values.","human rights, democracy"
Marshall Islands,Majuro,7.07402,171.318484,US,"The Republic of the Marshall Islands (RMI) is a sovereign nation. While the government is free to conduct its own foreign relations, it does so under the terms of the Compact. The United States has full authority and responsibility for security and defense of the Marshall Islands, and the Government of the Marshall Islands is obligated to refrain from taking actions that would be incompatible with these security and defense responsibilities. The United States and the Marshall Islands have full diplomatic relations. Marshallese citizens may work and study in the United States without a visa, and they join the U.S. military at a higher rate than any U.S. state.","security, defense"
Mauritania,Nouakchott,18.084061,-15.97842,US,"The United States and the Islamic Republic of Mauritania share a common concern for regional security, global terrorism and sustainable development. Our strategy in Mauritania is to contribute toward strengthening security and increasing economic opportunity to enlarge the political space for addressing severe injustices, such as the vestiges of slavery and discrimination, in a highly complex and rigidly structured ethno-racial society.  The United States assistance to Mauritania is concentrated on security assistance, humanitarian assistance, poverty alleviation, democracy, human rights, and health. The United States and Mauritania also have a strong history of technical and educational exchanges which has benefited both nations. The security relationship in particular continues to be important with the provision of military training and equipment, the law enforcement capacity building, and the countering of violent extremism programming (mostly vocational training). Our foreign assistance also contributes toward Mauritania increasing regional diplomatic and security engagement.","security, terrorism, sustainability, racial justice, poverty, humanitarian aid, military, law enforcement"
Mauritius,Port Louis,-20.162011,57.500463,US,"The United States established diplomatic relations with Mauritius in 1968, following its independence from the United Kingdom. In the years following independence, Mauritius became one of Africa's most stable and developed economies, as a result of its multi-party democracy and free market orientation. Relations between the United States and Mauritius are cordial, and we collaborate closely on bilateral, regional, and multilateral issues. Mauritius is a leading beneficiary of the African Growth and Opportunity Act (AGOA) and a U.S. partner in combating maritime piracy in the Indian Ocean.",piracy
Mexico,Ciudad Juarez,31.688372,-106.405023,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Guadalajara,20.673445,-103.36701,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Hermosillo,29.078476,-110.958963,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Matamoros,0,0,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Merida,18.344312,-99.553773,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Mexico City,19.428478,-99.166418,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Monterrey,25.70863,-100.313789,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Nogales,31.288552,-110.940034,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Nuevo Laredo,27.464798,-99.50204,US,"U.S. relations with Mexico are strong and vital. The two countries share a 2,000-mile border with 55 active ports of entry, and bilateral relations between the two have a direct impact on the lives and livelihoods of millions of Americans, whether the issue is trade and economic reform, education exchange, citizen security, drug control, migration, entrepreneurship and innovation, or energy cooperation. The scope of U.S.-Mexican relations is broad and goes beyond diplomatic and official relations. It encompasses extensive commercial, cultural, and educational ties, with some 1.7 billion dollars of two-way trade and hundreds of thousands of legal border crossings each day. In addition, 1.5 million U.S. citizens live in Mexico, and Mexico is the top foreign destination for U.S. travelers.","border security, trade, education, narcotics, energy, migration, entrepreneurship, commerce"
Mexico,Tijuana,32.52282,-116.95245,US,"The U.S. Consulate General in Tijuana advances the bilateral relationship in the Baja peninsula ,  the most populous and interconnected area along the U.S.-Mexico border. Strong social, linguistic, historical, and business ties contribute to extensive cross-border cooperation in many areas and to a broad sentiment that northern Baja/southern California is one integrated, dynamic region where economic well-being is interdependent.","business, economic development"
"Micronesia, Federated States of",Kolonia,6.957754,158.216488,US,"The Compact of Free Association is the agreement which established the relationship between the Federated States of Micronesia and the United States. Under the terms of the Compact, the U.S. provides the FSM with economic assistance, defense, and other services and benefits. In exchange, the FSM grants the U.S. certain operating rights in the FSM, denial of access to FSM territory by other nations, and other agreements.","economic development, defense"
Moldova,Chisinau,47.021556,28.819345,US,"The American Embassy in Chisinau protects and promotes American interests and develops relations with Moldova through contacts with Moldovan government, business, labor, agriculture, media and education leaders.","business, labor, agricultural exchange, media, education"
Mongolia,Ulaanbaatar,47.928571,106.929827,US,"The United States established diplomatic relations with Mongolia in 1987. The United States has sought to assist Mongolia's market-oriented reforms and to expand political, cultural, educational, and defense cooperation. The two countries have signed a cultural accord, a Peace Corps accord, and a consular convention. English has been compulsory in Mongolian schools since 2005, and interest among Mongolians in learning English and in studying in the United States increases every year. U.S. and Mongolian legislators also participate in exchanges in which they share information and experiences about democracy and institutional reform. Mongolia deployed troops to Iraq from 2003 through October 2008 and now has 233 troops in Afghanistan supporting Coalition operations.","markets, politics, cultural exchange, defense, education, democracy"
Montenegro,Podgorica,42.436943,19.251098,US,"The United States first established diplomatic relations with Montenegro on October 30, 1905. Diplomatic relations resumed in 2006, after the country regained independence. The friendship between the United States and Montenegro extends beyond the national interests of the two countries, to our shared history, culture and values. The USA supports Montenegro's democratic and economic reforms, and works with all Montenegrins to help build an even more stable, prosperous and democratic society.","democracy, economic development"
Morocco,Casablanca,33.590511,-7.627034,US,"In carrying out U.S. policy, the Consulate General also supports Morocco's development and strengthens bilateral relations through a wide variety of technical and humanitarian assistance as well as educational and cultural programs. The Consulate's Public Affairs Office advises the Consul General on public diplomacy matters, including media relations. The Consulate's Commercial Section is part of a global network of trade specialists dedicated to supporting U.S. commercial interests around the world.  The Consulate's Department of Homeland Security Office is charged with overseeing U.S. Citizenship and Immigration Services.  Furthermore, the Consulate's Political and Economic sections, in conjunction with their Embassy Rabat colleagues, analyze and report on political and economic matters that affect U.S. interests and convey U.S. Government views on issues to Moroccan officials and solicit Morocco's support and cooperation when appropriate.","humanitarian aid, education, cultural exchange, trade, commerce, immigration, politics"
Morocco,Rabat,33.966294,-6.827964,US,"The U.S. and Morocco have always shared a close and abiding relationship across the Atlantic Ocean. Our shared interests include the economic prosperity of both countries, the pursuit of a just and lasting peace in the Middle East region, and the maintenance of regional security and cooperation, and sustainable development and protection for the environment.","economic development, peacekeeping, security, sustainability"
Mozambique,Maputo,-25.956603,32.595661,US,"The United States works in partnership with Mozambicans to develop a more prosperous, democratic and inclusive Mozambique. The bulk of our annual support is through the President's Emergency Plan for AIDS Relief (PEPFAR) program. We also support civil society and the security sector, environmental conservation, and education.  We are focused on economic development and on improving livelihoods, especially in rural areas. Other significant U.S. foreign assistance programs include the, the Peace Corps, the Feed the Future Initiative, the President's Malaria Initiative, and the Global Climate Change Initiative,  and economic development.","humanitarian aid, security, environmental protection, education, economic development, malaria"
Namibia,Windhoek,-22.575528,17.086853,US,"Since Namibia's independence in 1990, the United States has had an Embassy in the country.  The dedicated staff of Americans and Namibians works daily to enhance the lives of Namibians through the framework of our bilateral relationship.  Since 2005, the United States government has invested more than US $1.3 billion in the fight against HIV/AIDS in Namibia, making the U.S. the largest single provider of foreign aid to Namibia.  In Namibia, the U.S. government is represented by the Department of State, U.S. Agency for International Development, Centers for Disease Control and Prevention, Peace Corps and PEPFAR (The President's Emergency Plan for AIDS Relief).  More than 1,600 Peace Corps Volunteers have served in Namibia since 1990.",HIV/AIDS
Nepal,Kathmandu,27.738173,85.336322,US,"The mission of the U.S. Embassy in Nepal is to assist Nepal's development as a peaceful, prosperous, and democratic nation that contributes positively to regional stability.  In pursuit of this goal, the United States encourages multi-party democracy, including respect for human rights and the rule of law, and sustainable, market-oriented, and private-sector-led economic development.  In addition, the Embassy seeks Nepal's support on global issues such as counter-terrorism, peacekeeping, narcotics control, protection for the environment, and prevention of AIDS and other communicable diseases. USAID-Nepal contributes more than $80 million each year to the country's development, and other Embassy and State Department programs encourage mutual understanding between the United States and Nepal.","democracy, human rights, rule of law, markets, economic development, terrorism, peacekeeping, narcotics, environmental protection, disease"
Netherlands,Amsterdam,52.356194,4.882189,US,"The United States established diplomatic relations with the Netherlands in 1782; one of our oldest, continuous bilateral relationships. The excellent bilateral relations are based on close historical and cultural ties as well as a common dedication to individual freedom and human rights. The United States and the Netherlands share similar positions on many important issues and work together both bilaterally and multilaterally in such institutions as the United Nations (UN) and the North Atlantic Treaty Organization (NATO).","human rights, NATO, UN"
Netherlands,"Hague, the",52.099577,4.343627,US,"The American Embassy in The Hague promotes strong bilateral ties between the United States and the Netherlands and works actively to increase cooperation on counter terrorism, enhance U.S. economic prosperity, and fight international crime and drugs.","terrorism, economic development, drugs, crime"
New Zealand,Auckland,-36.845206,174.767634,US,"The New Zealand Government attaches significant importance to continued close political, economic, and social ties with the United States. New Zealand actively engages in peacekeeping and international security efforts around the world. The United States and New Zealand work together on a range of scientific areas, especially research in the Antarctic. Christchurch is the staging area for joint logistical support operations serving U.S. permanent bases at McMurdo Station and South Pole, and New Zealand's Scott base.","politics, economic development, peacekeeping, security, science, research"
New Zealand,Wellington,-41.272733,174.778774,US,"The Embassy engages in a rich dialog with the New Zealand government on a full range of bilateral and multilateral issues. These include such areas as regional security, peacekeeping, and democratic institution-building, as well as bilateral cooperation in law enforcement, educational and cultural exchange, and scientific research in Antarctica.","security, peacekeeping, democracy, law enforcement, education, cultural exchange, research"
Nicaragua,Managua,12.13148,-86.309475,US,"The U.S. government works to advance U.S. interests in Nicaragua by helping the country increase its prosperity, security, and democratic governance. Since Nicaragua's independence, the country has experienced frequent periods of armed conflict, rebellion, and dictatorships, which have interrupted diplomatic relations with the United States a number of times.","security, democracy"
Niger,Niamey,13.525749,2.073581,US,The U.S. Embassy in Niamey carries on the daily dialogue between our two governments. A primary goal of U.S. activity in Niger is the promotion of democratic institutions and good governance.,democracy
Nigeria,Abuja,9.04179,7.477239,US,"The United States seeks to help improve the economic stability, security, and well-being of Nigerians by strengthening democratic institutions, improving transparency and accountability, and professionalizing security forces. U.S. assistance also aims to reinforce local and national systems; build institutional capacity in the provision of health and education services; and support improvements in agricultural productivity, job expansion in the rural sector, and increased supplies of clean energy. A partnership among the U.S., the United Kingdom, Nigeria, and international organizations to focus on improved governance, non-oil economic growth, and human development ensures closer coordination of donor activities, more effective support, and greater impact for ordinary citizens.","economic development, security, health, education, energy, governance"
Nigeria,Lagos,6.440532,3.406701,US,"U.S. Consulate General Lagos is the Mission's representative to the Nigerian people in the southern region.  The Consulate is headed by Consul General Claire Pierangelo and welcomes Nigeria's government, business, and academic communities.  Located in the commercial center of the city, the Consulate assists Nigerian companies looking for U.S. business partners.","business, commerce"
North Macedonia,Skopje,42.01053,21.426591,US,"The U.S. Embassy in Skopje works to advance bilateral relations with the government and people of North Macedonia, engaging foreign affairs, business, civil society, education, and other communities to promote issues of mutual interest.","foreign affairs, business, civil society, education"
Norway,Oslo,59.939998,10.670129,US,"Under the Ambassador, the Embassy team works to protect and promote U.S. interests in Norway through diplomatic relations with the Norwegian government, commercial contacts with the business community, and through public diplomacy directed towards Norwegians who shape opinion about the United States.","commerce, public opinion"
Oman,Muscat,23.6064,58.4357,US,"The mission of the United States Embassy in the Sultanate of Oman is to advance the interests of the United States, and to serve and protect U.S. citizens throughout the Sultanate. The Embassy reports and analyzes developments in Oman of concern to the United States, and advances a broad range of U.S. policy initiatives. The Embassy promotes United States' economic and commercial interests, and the export of a wide variety of American products and services, and otherwise assists American business, workers and investors. The Embassy engages the government and a range of organizations and individuals in Oman to promote and advance shared values, to include the promotion of security and stability in Oman, the region, and globally.","policy, economic development, commerce, business, investment, security"
Pakistan,Islamabad,33.728979,73.120208,US,"The United States established diplomatic relations with Pakistan following the country's creation in 1947. We have a broad multi-faceted partnership with Pakistan in areas ranging from education to energy to trade and investment. The United States and Pakistan also maintain a strong security partnership. The region, despite its challenges, is one of potential and growth, and encouraging regional integration is central to sustainable development and prosperity.","trade, investment, energy, security"
Pakistan,Karachi,24.840817,67.009866,US,The Consulate General of the United States in Karachi is the diplomatic mission of the United States in Sindh and Balochistan provinces.  It operates under the authority of the United States Ambassador to Pakistan. The Consulate coordinates with the U.S. Embassy in Islamabad and the United States Consulates in Lahore and Peshawar to ensure strong relations between the peoples of the United States and Pakistan.,
Pakistan,Lahore,31.569291,74.335459,US,"The United States established diplomatic relations with Pakistan following the country's creation in 1947. We have a broad multi-faceted partnership with Pakistan in areas ranging from education to energy to trade and investment. The United States and Pakistan also maintain a strong security partnership. The region, despite its challenges, is one of potential and growth, and encouraging regional integration is central to sustainable development and prosperity.","trade, investment, energy, security"
Pakistan,Peshawar,34.006317,71.53709,US,"The United States established diplomatic relations with Pakistan following the country's creation in 1947. We have a broad multi-faceted partnership with Pakistan in areas ranging from education to energy to trade and investment. The United States and Pakistan also maintain a strong security partnership. The region, despite its challenges, is one of potential and growth, and encouraging regional integration is central to sustainable development and prosperity.","trade, investment, energy, security"
Palau,Koror,7.359607,134.55113,US,"The Pacific islands are steadfast friends and neighbors of the United States, and positive relations with the Pacific region are an enduring U.S. foreign policy priority.  The United States shares the values and aspirations of its Pacific neighbors, and its ties to the Pacific island countries are deep and long-standing. The United States remains intently focused on the Pacific region and is increasing and better focusing its foreign assistance.",foreign assistance
Panama,Panama City,8.999469,-79.562182,US,"Panama's location and role in global trade make its success vital to U.S. prosperity and national security. Panama's key location along major land and sea transit routes makes it a critical partner in interdiction illegal drugs destined for the United States. While Panama's economic growth rate is among the highest in the hemisphere ,  the country faces the challenge of making this growth more inclusive. It also faces added pressure for more fiscal transparency as it enforces recent anti-money laundering legislation. Increasing pressure from drug trafficking and organized criminal activity contributes to security problems that threaten to undermine Panamanian security, democratic institutions, and economic prosperity. Because of our shared history, cultural ties between both countries are strong.","drugs, fiscal transparency, crime, trafficking"
